# Fuente: PVGIS v5.2 (Photovoltaic Geographical Information System) - Comision Europea, JRC
# Producto: TMY (Typical Meteorological Year), serie horaria (8760 h)
# Endpoint: https://re.jrc.ec.europa.eu/api/v5_2/tmy?lat=4.70&lon=-74.15&outputformat=csv
# Ubicacion: Bogota (Aeropuerto El Dorado, aprox.) - Lat 4.700 N, Lon -74.150, Elev 2547 m
# Nota: cada mes del TMY proviene de un anio real distinto (ver tabla "month,year" mas abajo).
# Descargado: 2026-07-23
# Zona horaria de time(UTC): UTC. Bogota = UTC-5 (sin horario de verano).
# Columnas clave: G(h)=GHI [W/m2], Gb(n)=DNI [W/m2], Gd(h)=DHI [W/m2], T2m=temp aire [C].
# Original de PVGIS sin modificar salvo este encabezado. Regenerar: ver docs/09-validacion.md.
#
Latitude (decimal degrees): 4.700
Longitude (decimal degrees): -74.150
Elevation (m): 2547.0
Irradiance Time Offset (h): 0.0
month,year
1,2010
2,2010
3,2015
4,2008
5,2006
6,2009
7,2013
8,2006
9,2012
10,2007
11,2014
12,2012
time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20090616:1600,18.0,48.75,684.0,279.57,427.0,352.2,1.1,107.0,74635.0
20090616:1700,18.88,43.8,412.0,39.05,375.0,355.6,0.9,121.0,74554.0
20090616:1800,18.95,42.2,952.0,940.59,93.0,373.8,1.1,102.0,74437.0
20090616:1900,18.05,45.9,842.0,920.58,88.0,357.8,1.1,120.0,74334.0
20090616:2000,18.39,43.65,671.0,878.97,81.0,364.0,0.62,109.0,74276.0
20090616:2100,17.88,46.0,455.0,804.33,69.0,366.8,0.14,308.0,74246.0
20090616:2200,16.71,54.75,217.0,658.74,47.0,370.4,0.9,286.0,74246.0
20090616:2300,14.88,68.7,0.0,0.0,0.0,341.4,0.62,310.0,74341.0
20090617:0000,13.7,78.2,0.0,-0.0,0.0,336.8,0.14,341.0,74459.0
20090617:0100,12.72,86.85,0.0,-0.0,0.0,328.45,0.48,98.0,74561.0
20090617:0200,11.99,90.85,0.0,-0.0,0.0,334.2,0.55,92.0,74613.0
20090617:0300,12.2,86.7,0.0,-0.0,0.0,358.0,0.83,87.0,74671.0
20090617:0400,11.99,86.4,0.0,-0.0,0.0,355.4,0.9,93.0,74679.0
20090617:0500,11.86,85.4,0.0,-0.0,0.0,358.0,0.97,88.0,74686.0
20090617:0600,11.54,85.05,0.0,-0.0,0.0,354.2,0.9,94.0,74613.0
20090617:0700,11.46,79.9,0.0,-0.0,0.0,350.8,1.03,116.0,74554.0
20090617:0800,11.06,80.2,0.0,-0.0,0.0,346.6,1.03,94.0,74510.0
20090617:0900,10.63,81.85,0.0,-0.0,0.0,344.2,1.03,95.0,74547.0
20090617:1000,10.57,81.4,0.0,-0.0,0.0,342.8,1.03,97.0,74569.0
20090617:1100,10.54,81.55,7.0,0.0,7.0,343.0,0.97,97.0,74627.0
20090617:1200,11.25,79.0,113.0,39.33,102.0,338.8,0.9,105.0,74627.0
20090617:1300,13.47,68.6,381.0,354.56,204.0,345.4,0.76,137.0,74635.0
20090617:1400,14.89,60.05,684.0,874.88,83.0,340.6,0.69,169.0,74591.0
20090617:1500,16.12,53.75,851.0,917.97,89.0,356.0,1.03,144.0,74532.0
20090617:1600,17.2,49.75,716.0,250.3,486.0,350.8,0.69,166.0,74444.0
20090617:1700,18.11,47.8,229.0,16.89,213.0,379.8,0.48,168.0,74415.0
20090617:1800,17.87,49.15,193.0,13.14,181.0,363.6,0.55,259.0,74378.0
20090617:1900,17.76,49.75,170.0,10.98,161.0,375.6,0.55,152.0,74254.0
20090617:2000,18.46,46.65,390.0,102.72,321.0,360.6,0.48,271.0,74202.0
20090617:2100,17.41,52.75,295.0,168.55,214.0,374.6,0.97,288.0,74246.0
20090617:2200,15.84,60.85,216.0,652.84,47.0,352.8,0.69,295.0,74276.0
20090617:2300,14.67,69.25,0.0,0.0,0.0,343.6,0.28,296.0,74319.0
20090618:0000,14.0,74.4,0.0,-0.0,0.0,351.4,0.21,62.0,74385.0
20090618:0100,13.24,79.55,0.0,-0.0,0.0,346.45,0.41,122.0,74481.0
20090618:0200,12.75,81.2,0.0,-0.0,0.0,352.2,0.69,97.0,74547.0
20090618:0300,12.33,82.4,0.0,-0.0,0.0,350.2,0.83,104.0,74583.0
20090618:0400,12.09,82.2,0.0,-0.0,0.0,351.8,0.83,106.0,74598.0
20090618:0500,11.92,81.6,0.0,-0.0,0.0,355.6,0.9,117.0,74591.0
20090618:0600,12.02,79.4,0.0,-0.0,0.0,370.2,0.97,122.0,74547.0
20090618:0700,11.56,83.6,0.0,-0.0,0.0,365.0,0.97,116.0,74495.0
20090618:0800,11.61,84.25,0.0,-0.0,0.0,376.6,0.97,120.0,74459.0
20090618:0900,11.56,84.45,0.0,-0.0,0.0,367.6,0.97,107.0,74429.0
20090618:1000,11.58,84.65,0.0,-0.0,0.0,369.0,0.9,114.0,74451.0
20090618:1100,11.61,85.65,0.0,0.0,0.0,374.8,0.83,114.0,74510.0
20090618:1200,12.0,85.05,97.0,17.93,92.0,369.6,0.69,116.0,74525.0
20090618:1300,13.03,78.9,473.0,804.52,72.0,374.0,0.69,142.0,74591.0
20090618:1400,13.96,72.85,688.0,881.57,83.0,369.0,0.9,173.0,74561.0
20090618:1500,14.91,66.45,149.0,9.64,141.0,375.2,1.24,151.0,74525.0
20090618:1600,16.37,57.55,365.0,23.95,343.0,371.8,1.79,132.0,74459.0
20090618:1700,17.55,51.25,287.0,17.95,270.0,382.2,1.72,136.0,74385.0
20090618:1800,18.51,47.4,313.0,19.71,295.0,377.2,1.1,149.0,74261.0
20090618:1900,18.34,47.75,139.0,6.1,134.0,376.0,1.24,144.0,74195.0
20090618:2000,18.11,46.8,317.0,44.63,287.0,363.2,0.07,304.0,74166.0
20090618:2100,17.31,51.7,310.0,203.64,212.0,360.8,0.97,301.0,74166.0
20090618:2200,15.86,62.0,111.0,38.51,101.0,354.0,0.62,280.0,74173.0
20090618:2300,14.64,69.75,0.0,0.0,0.0,346.2,0.41,292.0,74305.0
20090619:0000,13.75,76.3,0.0,-0.0,0.0,338.4,0.14,75.0,74371.0
20090619:0100,13.2,79.35,0.0,-0.0,0.0,354.85,0.69,86.0,74451.0
20090619:0200,12.7,82.0,0.0,-0.0,0.0,353.0,0.76,100.0,74503.0
20090619:0300,12.28,82.85,0.0,-0.0,0.0,358.6,0.9,102.0,74561.0
20090619:0400,11.88,82.85,0.0,-0.0,0.0,355.0,1.1,111.0,74591.0
20090619:0500,11.55,82.95,0.0,-0.0,0.0,346.6,1.03,108.0,74598.0
20090619:0600,11.46,81.7,0.0,-0.0,0.0,351.4,1.1,103.0,74547.0
20090619:0700,11.25,84.65,0.0,-0.0,0.0,362.0,0.97,104.0,74525.0
20090619:0800,11.16,83.3,0.0,-0.0,0.0,365.6,1.17,111.0,74481.0
20090619:0900,10.97,82.35,0.0,-0.0,0.0,357.8,1.1,114.0,74481.0
20090619:1000,10.89,81.25,0.0,-0.0,0.0,362.6,1.24,110.0,74481.0
20090619:1100,10.82,80.85,11.0,0.0,11.0,365.0,1.24,102.0,74495.0
20090619:1200,11.24,79.25,167.0,219.41,106.0,356.0,1.17,103.0,74525.0
20090619:1300,12.65,71.7,469.0,797.72,72.0,356.6,1.17,110.0,74495.0
20090619:1400,14.53,62.9,318.0,40.84,290.0,351.6,0.69,131.0,74466.0
20090619:1500,16.34,54.05,176.0,13.27,165.0,342.2,0.69,146.0,74437.0
20090619:1600,16.78,53.8,423.0,32.67,393.0,366.8,0.28,230.0,74327.0
20090619:1700,17.45,50.35,434.0,31.68,404.0,375.8,0.34,145.0,74319.0
20090619:1800,18.28,47.2,288.0,18.61,271.0,369.8,0.14,309.0,74246.0
20090619:1900,18.97,46.05,840.0,917.1,88.0,356.8,0.28,273.0,74122.0
20090619:2000,19.15,45.1,110.0,0.0,110.0,356.8,0.76,309.0,74056.0
20090619:2100,17.96,50.0,159.0,6.22,156.0,360.6,1.17,318.0,74056.0
20090619:2200,16.2,62.35,174.0,334.0,87.0,341.2,1.24,299.0,74158.0
20090619:2300,14.81,71.0,0.0,0.0,0.0,345.2,0.76,294.0,74246.0
20090620:0000,13.81,79.2,0.0,-0.0,0.0,338.6,0.28,338.0,74363.0
20090620:0100,13.26,84.4,0.0,-0.0,0.0,345.05,0.34,32.0,74459.0
20090620:0200,11.97,86.2,0.0,-0.0,0.0,349.2,0.9,82.0,74503.0
20090620:0300,11.69,90.95,0.0,-0.0,0.0,360.6,0.9,87.0,74547.0
20090620:0400,11.63,91.8,0.0,-0.0,0.0,359.6,0.97,98.0,74561.0
20090620:0500,11.36,92.65,0.0,-0.0,0.0,352.0,0.9,91.0,74569.0
20090620:0600,11.47,93.05,0.0,-0.0,0.0,366.6,0.83,97.0,74532.0
20090620:0700,12.05,84.35,0.0,-0.0,0.0,367.6,0.69,107.0,74488.0
20090620:0800,12.06,83.45,0.0,-0.0,0.0,373.0,0.69,100.0,74488.0
20090620:0900,11.79,84.1,0.0,-0.0,0.0,356.8,0.62,110.0,74488.0
20090620:1000,11.52,85.05,0.0,-0.0,0.0,350.2,0.76,95.0,74510.0
20090620:1100,11.28,86.25,10.0,0.0,10.0,348.8,0.9,93.0,74517.0
20090620:1200,12.12,82.7,92.0,10.82,89.0,354.0,0.9,94.0,74554.0
20090620:1300,13.16,77.85,466.0,792.9,72.0,359.4,0.55,141.0,74598.0
20090620:1400,14.38,72.55,178.0,11.68,170.0,354.6,0.55,203.0,74554.0
20090620:1500,15.32,66.25,438.0,56.72,391.0,366.6,0.83,183.0,74554.0
20090620:1600,15.16,67.95,422.0,32.68,392.0,376.4,0.76,201.0,74473.0
20090620:1700,14.85,71.7,405.0,27.46,379.0,380.0,0.55,224.0,74466.0
20090620:1800,15.34,68.7,225.0,16.42,210.0,374.0,0.55,245.0,74363.0
20090620:1900,17.96,53.0,468.0,79.23,403.0,357.6,0.62,164.0,74202.0
20090620:2000,18.71,48.2,667.0,871.78,80.0,364.2,0.21,248.0,74078.0
20090620:2100,18.07,51.75,36.0,0.0,36.0,363.4,1.1,284.0,74100.0
20090620:2200,16.18,65.25,216.0,646.78,47.0,355.0,1.17,289.0,74114.0
20090620:2300,14.63,74.75,0.0,0.0,0.0,353.2,0.76,297.0,74232.0
20090621:0000,13.85,78.7,0.0,-0.0,0.0,354.8,0.41,303.0,74371.0
20090621:0100,12.03,88.5,0.0,-0.0,0.0,360.45,0.62,58.0,74466.0
20090621:0200,11.88,92.25,0.0,-0.0,0.0,362.8,0.62,94.0,74503.0
20090621:0300,12.14,92.6,0.0,-0.0,0.0,375.6,0.62,75.0,74532.0
20090621:0400,12.08,93.95,0.0,-0.0,0.0,370.4,0.55,89.0,74569.0
20090621:0500,12.03,93.1,0.0,-0.0,0.0,370.0,0.55,89.0,74569.0
20090621:0600,12.02,94.1,0.0,-0.0,0.0,374.8,0.62,89.0,74525.0
20090621:0700,11.89,88.55,0.0,-0.0,0.0,370.2,0.69,111.0,74481.0
20090621:0800,11.83,86.25,0.0,-0.0,0.0,363.6,0.69,103.0,74437.0
20090621:0900,11.64,85.25,0.0,-0.0,0.0,356.6,0.55,118.0,74437.0
20090621:1000,11.38,85.4,0.0,-0.0,0.0,356.4,0.69,113.0,74444.0
20090621:1100,11.1,86.2,9.0,0.0,9.0,345.6,0.76,92.0,74517.0
20090621:1200,11.47,85.85,180.0,293.07,99.0,346.4,0.62,103.0,74561.0
20090621:1300,13.31,73.15,395.0,427.27,183.0,345.2,0.69,127.0,74569.0
20090621:1400,14.79,65.65,460.0,173.88,341.0,343.6,0.41,182.0,74547.0
20090621:1500,16.33,58.35,249.0,16.91,235.0,354.0,0.62,183.0,74503.0
20090621:1600,16.89,55.5,84.0,0.0,84.0,365.0,0.62,184.0,74459.0
20090621:1700,16.6,56.85,699.0,196.42,513.0,363.2,0.34,265.0,74429.0
20090621:1800,16.94,55.9,482.0,70.03,418.0,366.6,0.28,85.0,74327.0
20090621:1900,17.65,54.6,404.0,45.08,367.0,363.2,0.62,238.0,74180.0
20090621:2000,16.88,58.0,105.0,0.0,105.0,366.0,0.76,262.0,74100.0
20090621:2100,15.52,67.05,258.0,95.16,212.0,360.2,0.97,317.0,74188.0
20090621:2200,14.64,75.05,108.0,30.52,100.0,368.4,0.69,296.0,74180.0
20090621:2300,13.79,80.4,0.0,0.0,0.0,367.0,0.69,299.0,74305.0
20090622:0000,12.81,87.55,0.0,-0.0,0.0,366.4,0.21,289.0,74407.0
20090622:0100,12.34,93.15,0.0,-0.0,0.0,351.25,0.21,346.0,74517.0
20090622:0200,11.84,98.15,0.0,-0.0,0.0,352.0,0.28,89.0,74591.0
20090622:0300,11.73,97.95,0.0,-0.0,0.0,356.8,0.55,81.0,74591.0
20090622:0400,11.46,98.6,0.0,-0.0,0.0,356.8,0.55,95.0,74613.0
20090622:0500,11.33,98.05,0.0,-0.0,0.0,361.6,0.9,98.0,74576.0
20090622:0600,11.19,95.75,0.0,-0.0,0.0,364.4,0.83,94.0,74525.0
20090622:0700,11.08,98.45,0.0,-0.0,0.0,361.0,0.9,92.0,74466.0
20090622:0800,11.02,98.45,0.0,-0.0,0.0,367.8,0.76,93.0,74437.0
20090622:0900,10.87,98.9,0.0,-0.0,0.0,363.4,0.62,98.0,74429.0
20090622:1000,10.75,99.35,0.0,-0.0,0.0,365.0,0.83,99.0,74481.0
20090622:1100,10.7,99.45,1.0,0.0,1.0,368.6,0.9,98.0,74503.0
20090622:1200,10.85,99.55,140.0,116.12,108.0,363.6,0.76,108.0,74591.0
20090622:1300,11.58,98.75,190.0,24.22,178.0,368.4,0.76,114.0,74649.0
20090622:1400,12.19,90.75,424.0,125.77,338.0,362.6,0.76,116.0,74708.0
20090622:1500,13.48,81.7,421.0,49.53,380.0,364.0,0.48,168.0,74730.0
20090622:1600,13.83,76.15,420.0,32.7,390.0,369.2,0.83,172.0,74693.0
20090622:1700,14.08,74.7,59.0,0.0,59.0,370.0,0.69,178.0,74635.0
20090622:1800,14.55,71.75,418.0,32.82,388.0,371.0,0.62,204.0,74554.0
20090622:1900,13.77,79.6,427.0,54.8,382.0,363.8,0.21,232.0,74451.0
20090622:2000,14.12,76.15,249.0,19.27,236.0,370.2,0.62,239.0,74385.0
20090622:2100,14.28,75.75,236.0,64.03,205.0,358.0,1.1,255.0,74327.0
20090622:2200,14.09,76.65,120.0,60.85,104.0,353.2,0.97,259.0,74319.0
20090622:2300,13.03,84.8,0.0,0.0,0.0,345.4,0.9,278.0,74422.0
20090623:0000,12.29,90.65,0.0,-0.0,0.0,340.8,0.34,288.0,74532.0
20090623:0100,11.95,93.35,0.0,-0.0,0.0,351.45,0.48,75.0,74620.0
20090623:0200,11.79,94.0,0.0,-0.0,0.0,366.2,0.62,72.0,74657.0
20090623:0300,11.13,97.0,0.0,-0.0,0.0,349.2,0.62,74.0,74679.0
20090623:0400,10.94,96.25,0.0,-0.0,0.0,355.0,0.62,86.0,74693.0
20090623:0500,10.67,99.15,0.0,-0.0,0.0,362.4,0.69,95.0,74686.0
20090623:0600,10.57,97.6,0.0,-0.0,0.0,363.2,0.48,100.0,74649.0
20090623:0700,10.29,98.3,0.0,-0.0,0.0,358.2,0.48,107.0,74613.0
20090623:0800,10.17,98.05,0.0,-0.0,0.0,360.6,0.69,103.0,74561.0
20090623:0900,10.32,96.15,0.0,-0.0,0.0,367.8,0.76,111.0,74569.0
20090623:1000,10.15,97.85,0.0,-0.0,0.0,362.6,0.83,97.0,74598.0
20090623:1100,10.28,97.55,2.0,0.0,2.0,368.8,0.83,98.0,74620.0
20090623:1200,10.58,96.25,147.0,141.94,108.0,370.2,1.03,100.0,74664.0
20090623:1300,11.61,91.9,372.0,339.57,204.0,369.2,0.76,114.0,74700.0
20090623:1400,13.03,81.2,392.0,92.21,329.0,369.8,0.48,147.0,74708.0
20090623:1500,13.78,79.45,244.0,16.92,230.0,367.6,0.55,250.0,74700.0
20090623:1600,13.67,78.05,334.0,20.71,315.0,376.8,0.83,265.0,74642.0
20090623:1700,14.09,80.05,456.0,36.96,421.0,367.6,0.97,272.0,74613.0
20090623:1800,14.12,85.95,175.0,12.03,164.0,376.8,0.76,259.0,74532.0
20090623:1900,13.86,87.7,293.0,19.47,277.0,382.6,0.62,286.0,74495.0
20090623:2000,14.49,89.85,226.0,14.81,216.0,363.8,0.83,302.0,74459.0
20090623:2100,14.08,91.1,343.0,288.74,203.0,360.2,0.83,298.0,74488.0
20090623:2200,13.37,91.85,217.0,629.39,51.0,365.2,0.55,212.0,74503.0
20090623:2300,12.08,94.55,0.0,0.0,0.0,359.0,0.07,256.0,74495.0
20090624:0000,11.18,95.75,0.0,-0.0,0.0,345.8,0.83,92.0,74583.0
20090624:0100,10.6,97.05,0.0,-0.0,0.0,344.45,0.9,95.0,74605.0
20090624:0200,10.11,98.4,0.0,-0.0,0.0,345.6,1.1,94.0,74657.0
20090624:0300,9.83,98.65,0.0,-0.0,0.0,350.6,1.1,94.0,74708.0
20090624:0400,9.69,98.15,0.0,-0.0,0.0,356.0,1.17,94.0,74686.0
20090624:0500,9.69,97.85,0.0,-0.0,0.0,356.6,1.17,95.0,74679.0
20090624:0600,9.61,97.7,0.0,-0.0,0.0,356.0,1.17,94.0,74605.0
20090624:0700,8.81,97.4,0.0,-0.0,0.0,340.2,1.31,94.0,74554.0
20090624:0800,8.67,97.3,0.0,-0.0,0.0,348.2,1.31,97.0,74547.0
20090624:0900,9.28,96.05,0.0,-0.0,0.0,361.6,1.24,98.0,74569.0
20090624:1000,9.56,95.55,0.0,-0.0,0.0,365.2,1.31,92.0,74576.0
20090624:1100,9.55,95.65,11.0,0.0,11.0,358.2,1.45,92.0,74576.0
20090624:1200,10.54,93.3,123.0,69.35,104.0,359.8,1.45,90.0,74627.0
20090624:1300,12.59,84.2,222.0,44.53,200.0,348.2,0.97,98.0,74693.0
20090624:1400,14.34,70.65,361.0,65.92,316.0,340.2,0.62,170.0,74657.0
20090624:1500,15.61,61.95,575.0,170.49,434.0,349.6,0.9,194.0,74642.0
20090624:1600,16.42,57.7,389.0,27.26,364.0,341.8,0.83,197.0,74576.0
20090624:1700,16.54,56.9,483.0,45.4,440.0,367.2,0.9,186.0,74525.0
20090624:1800,16.88,54.35,189.0,13.12,177.0,371.6,0.55,167.0,74444.0
20090624:1900,16.63,54.2,232.0,15.81,219.0,372.0,0.62,168.0,74378.0
20090624:2000,16.88,52.4,290.0,31.07,269.0,365.4,0.34,216.0,74312.0
20090624:2100,16.63,52.95,459.0,803.09,69.0,353.0,0.55,253.0,74268.0
20090624:2200,15.52,61.55,222.0,657.68,48.0,352.4,0.62,268.0,74319.0
20090624:2300,14.28,72.2,0.0,0.0,0.0,331.4,0.55,281.0,74378.0
20090625:0000,13.1,80.85,0.0,-0.0,0.0,328.4,0.0,88.0,74488.0
20090625:0100,12.27,85.15,0.0,-0.0,0.0,329.45,0.9,101.0,74591.0
20090625:0200,11.78,86.85,0.0,-0.0,0.0,344.2,1.03,99.0,74649.0
20090625:0300,11.44,85.55,0.0,-0.0,0.0,346.6,1.17,102.0,74708.0
20090625:0400,10.87,86.7,0.0,-0.0,0.0,332.4,1.1,101.0,74752.0
20090625:0500,10.75,86.1,0.0,-0.0,0.0,344.6,1.03,103.0,74744.0
20090625:0600,10.76,84.45,0.0,-0.0,0.0,350.2,0.97,109.0,74737.0
20090625:0700,10.57,83.5,0.0,-0.0,0.0,367.0,1.03,103.0,74664.0
20090625:0800,10.59,80.6,0.0,-0.0,0.0,363.8,1.24,99.0,74649.0
20090625:0900,10.61,78.85,0.0,-0.0,0.0,367.4,1.17,98.0,74664.0
20090625:1000,10.61,78.1,0.0,-0.0,0.0,364.0,1.1,95.0,74679.0
20090625:1100,10.7,77.75,9.0,0.0,9.0,367.2,1.03,96.0,74686.0
20090625:1200,11.06,77.2,43.0,0.0,43.0,356.4,0.83,97.0,74744.0
20090625:1300,12.09,71.85,273.0,105.4,221.0,358.2,0.83,128.0,74788.0
20090625:1400,13.82,63.55,426.0,130.46,337.0,353.8,0.76,148.0,74774.0
20090625:1500,15.15,58.35,546.0,139.11,431.0,355.4,0.69,147.0,74744.0
20090625:1600,16.77,49.7,716.0,252.97,484.0,367.4,1.31,137.0,74700.0
20090625:1700,17.0,47.2,758.0,270.26,502.0,375.0,0.76,138.0,74679.0
20090625:1800,16.51,51.95,646.0,170.49,490.0,373.4,0.69,298.0,74561.0
20090625:1900,15.86,57.4,275.0,18.23,260.0,370.0,0.83,129.0,74488.0
20090625:2000,16.32,54.05,391.0,100.52,323.0,351.6,1.24,112.0,74385.0
20090625:2100,16.51,51.65,121.0,0.0,121.0,363.2,0.21,124.0,74356.0
20090625:2200,15.46,59.25,119.0,56.52,104.0,355.4,0.69,275.0,74385.0
20090625:2300,14.15,70.4,0.0,0.0,0.0,355.4,0.41,286.0,74466.0
20090626:0000,12.98,79.7,0.0,-0.0,0.0,339.4,0.21,1.0,74576.0
20090626:0100,12.67,82.7,0.0,-0.0,0.0,356.25,0.14,75.0,74605.0
20090626:0200,12.13,85.55,0.0,-0.0,0.0,346.2,0.62,116.0,74657.0
20090626:0300,11.57,87.0,0.0,-0.0,0.0,347.6,0.9,105.0,74693.0
20090626:0400,11.34,86.75,0.0,-0.0,0.0,354.6,0.97,98.0,74708.0
20090626:0500,11.06,86.6,0.0,-0.0,0.0,347.4,0.97,105.0,74693.0
20090626:0600,10.69,87.05,0.0,-0.0,0.0,339.2,0.9,110.0,74649.0
20090626:0700,10.13,84.15,0.0,-0.0,0.0,345.8,1.17,110.0,74605.0
20090626:0800,9.96,83.5,0.0,-0.0,0.0,352.4,1.17,102.0,74605.0
20090626:0900,9.81,82.7,0.0,-0.0,0.0,355.8,1.17,100.0,74620.0
20090626:1000,9.6,82.55,0.0,-0.0,0.0,337.8,1.24,99.0,74613.0
20090626:1100,9.47,82.3,11.0,0.0,11.0,336.2,1.31,99.0,74642.0
20090626:1200,10.45,78.35,223.0,616.77,55.0,343.0,1.24,100.0,74693.0
20090626:1300,12.45,68.95,184.0,20.3,174.0,350.0,1.24,112.0,74708.0
20090626:1400,14.6,58.2,239.0,19.07,226.0,339.6,1.31,131.0,74671.0
20090626:1500,16.49,50.25,847.0,917.19,89.0,356.0,2.21,134.0,74642.0
20090626:1600,17.78,45.3,954.0,938.86,93.0,354.0,2.14,141.0,74583.0
20090626:1700,18.21,44.3,766.0,293.43,488.0,345.6,2.0,147.0,74473.0
20090626:1800,18.37,43.3,319.0,19.66,301.0,365.0,1.72,165.0,74393.0
20090626:1900,18.59,42.55,843.0,917.12,88.0,357.0,2.0,147.0,74268.0
20090626:2000,18.46,42.35,673.0,874.22,81.0,359.0,0.97,188.0,74195.0
20090626:2100,17.73,45.4,458.0,798.48,69.0,356.8,0.76,242.0,74261.0
20090626:2200,16.24,55.25,222.0,653.66,48.0,347.0,0.48,280.0,74276.0
20090626:2300,14.91,65.75,0.0,0.0,0.0,354.4,0.14,8.0,74378.0
20090627:0000,14.12,68.85,0.0,-0.0,0.0,360.0,0.55,88.0,74481.0
20090627:0100,12.98,74.85,0.0,-0.0,0.0,335.05,0.83,100.0,74561.0
20090627:0200,12.44,78.35,0.0,-0.0,0.0,349.0,0.9,94.0,74635.0
20090627:0300,12.13,79.4,0.0,-0.0,0.0,353.0,1.03,103.0,74700.0
20090627:0400,11.89,79.4,0.0,-0.0,0.0,353.4,1.1,107.0,74730.0
20090627:0500,11.78,78.45,0.0,-0.0,0.0,359.2,1.03,104.0,74737.0
20090627:0600,11.59,77.9,0.0,-0.0,0.0,359.8,0.97,112.0,74700.0
20090627:0700,11.48,74.95,0.0,-0.0,0.0,366.0,0.97,116.0,74671.0
20090627:0800,11.47,75.3,0.0,-0.0,0.0,367.8,1.03,116.0,74664.0
20090627:0900,11.44,75.65,0.0,-0.0,0.0,366.0,1.1,116.0,74679.0
20090627:1000,11.56,74.8,0.0,-0.0,0.0,376.0,1.1,110.0,74686.0
20090627:1100,11.4,76.2,0.0,0.0,0.0,365.6,1.03,112.0,74730.0
20090627:1200,11.72,76.25,92.0,11.04,89.0,369.2,0.97,112.0,74766.0
20090627:1300,12.64,71.05,145.0,8.13,141.0,367.6,1.45,124.0,74759.0
20090627:1400,14.15,63.6,294.0,30.83,273.0,357.6,1.93,129.0,74737.0
20090627:1500,15.42,56.1,615.0,284.43,380.0,368.4,2.48,129.0,74664.0
20090627:1600,16.4,50.55,681.0,207.19,491.0,378.8,2.69,138.0,74598.0
20090627:1700,17.42,46.0,991.0,945.53,95.0,379.6,2.48,145.0,74503.0
20090627:1800,18.25,43.0,738.0,293.73,469.0,357.8,2.21,152.0,74451.0
20090627:1900,17.88,45.15,845.0,917.69,89.0,355.8,1.72,172.0,74415.0
20090627:2000,17.78,44.4,548.0,365.85,300.0,369.2,1.03,203.0,74378.0
20090627:2100,17.0,49.05,273.0,118.86,215.0,362.0,0.55,241.0,74378.0
20090627:2200,16.06,55.4,192.0,419.47,80.0,343.4,0.41,264.0,74327.0
20090627:2300,14.67,65.25,0.0,0.0,0.0,333.2,0.07,243.0,74363.0
20090628:0000,13.34,83.45,0.0,-0.0,0.0,321.0,0.21,115.0,74459.0
20090628:0100,12.64,76.65,0.0,-0.0,0.0,348.25,0.83,112.0,74554.0
20090628:0200,11.99,76.7,0.0,-0.0,0.0,346.2,1.24,107.0,74686.0
20090628:0300,11.94,74.8,0.0,-0.0,0.0,358.4,1.17,107.0,74744.0
20090628:0400,11.72,73.9,0.0,-0.0,0.0,355.2,1.24,103.0,74744.0
20090628:0500,11.63,71.85,0.0,-0.0,0.0,360.4,1.31,98.0,74744.0
20090628:0600,11.35,71.75,0.0,-0.0,0.0,354.0,0.97,104.0,74722.0
20090628:0700,11.32,72.6,0.0,-0.0,0.0,369.6,1.17,110.0,74671.0
20090628:0800,11.16,72.55,0.0,-0.0,0.0,361.6,1.1,109.0,74620.0
20090628:0900,11.39,70.6,0.0,-0.0,0.0,374.4,1.03,109.0,74627.0
20090628:1000,11.32,71.3,0.0,-0.0,0.0,367.8,0.97,106.0,74635.0
20090628:1100,11.4,72.05,1.0,0.0,1.0,374.2,0.76,111.0,74664.0
20090628:1200,11.59,73.0,95.0,18.46,90.0,366.0,0.62,117.0,74686.0
20090628:1300,12.2,70.05,246.0,69.18,212.0,373.8,0.9,131.0,74759.0
20090628:1400,12.84,67.45,339.0,52.88,303.0,369.4,0.9,136.0,74722.0
20090628:1500,13.92,62.55,650.0,282.08,417.0,371.8,0.97,127.0,74700.0
20090628:1600,15.64,53.9,954.0,938.86,93.0,367.4,1.59,125.0,74620.0
20090628:1700,17.33,46.95,732.0,237.38,507.0,374.4,1.72,136.0,74539.0
20090628:1800,18.5,42.85,603.0,127.69,486.0,364.4,1.03,176.0,74415.0
20090628:1900,17.84,45.35,405.0,44.88,368.0,371.0,1.1,139.0,74341.0
20090628:2000,18.57,41.2,263.0,22.1,248.0,362.8,0.55,210.0,74276.0
20090628:2100,17.21,48.7,200.0,26.6,187.0,353.2,1.24,265.0,74276.0
20090628:2200,15.55,59.2,68.0,0.0,68.0,340.2,0.9,267.0,74356.0
20090628:2300,14.22,67.25,0.0,0.0,0.0,339.0,0.62,280.0,74407.0
20090629:0000,13.25,74.3,0.0,-0.0,0.0,334.8,0.07,304.0,74510.0
20090629:0100,12.57,79.9,0.0,-0.0,0.0,339.45,0.48,127.0,74569.0
20090629:0200,12.37,79.65,0.0,-0.0,0.0,355.2,0.83,122.0,74664.0
20090629:0300,11.95,80.45,0.0,-0.0,0.0,347.8,0.9,115.0,74708.0
20090629:0400,11.61,80.1,0.0,-0.0,0.0,348.2,0.83,119.0,74693.0
